,confirmed,country_region,deaths,lat,long,province_state,recovered,timestamp,timestamp.date
411,65077,Saudi Arabia,351,24.0,45.0,null,36040,1590062400.0,2020-05-21
412,658,San Marino,41,43.9424,12.4578,null,235,1590062400.0,2020-05-21
413,320,Rwanda,0,-1.9403,29.8739,null,217,1590062400.0,2020-05-21
414,317554,Russia,3099,60.0,90.0,null,92681,1590062400.0,2020-05-21
415,17585,Romania,1156,45.9432,24.9668,null,10581,1590062400.0,2020-05-21
416,38651,Qatar,17,25.3548,51.1839,null,7288,1590062400.0,2020-05-21
417,29912,Portugal,1277,39.3999,-8.2245,null,6452,1590062400.0,2020-05-21
418,20143,Poland,972,51.9194,19.1451,null,8452,1590062400.0,2020-05-21
419,13434,Philippines,846,13.0,122.0,null,3000,1590062400.0,2020-05-21
420,108769,Peru,3148,-9.19,-75152.0,null,43587,1590062400.0,2020-05-21
421,836,Paraguay,11,-23.4425,-58.4438,null,256,1590062400.0,2020-05-21
422,10116,Panama,291,8.538,-80.7821,null,6245,1590062400.0,2020-05-21
423,48091,Pakistan,1017,30.3753,69.3451,null,14155,1590062400.0,2020-05-21
424,6370,Oman,31,21.0,57.0,null,1821,1590062400.0,2020-05-21
425,8309,Norway,235,60.472,8.4689,null,32,1590062400.0,2020-05-21
426,1898,North Macedonia,111,41.6086,21.7453,null,1378,1590062400.0,2020-05-21
427,7016,Nigeria,211,982.0,8.6753,null,1907,1590062400.0,2020-05-21
428,924,Niger,60,17.6078,8817.0,null,753,1590062400.0,2020-05-21
429,1504,New Zealand,21,-40.9006,174.886,null,1455,1590062400.0,2020-05-21
430,44700,Netherlands,5775,52.1326,5.2913,null,0,1590062400.0,2020-05-21
431,457,Nepal,3,28.1667,84.25,null,49,1590062400.0,2020-05-21
432,18,Namibia,0,-22.9576,18.4904,null,14,1590062400.0,2020-05-21
433,162,Mozambique,0,-18.665695,35.529562,null,48,1590062400.0,2020-05-21
434,7211,Morocco,196,31.7917,-7926.0,null,4280,1590062400.0,2020-05-21
435,97,Monaco,4,43.7333,7.4167,null,90,1590062400.0,2020-05-21
436,6704,Moldova,233,47.4116,28.3699,null,2953,1590062400.0,2020-05-21
437,59567,Mexico,6510,23.6345,-102.5528,null,40152,1590062400.0,2020-05-21
438,173,Mauritania,5,21079.0,10.9408,null,7,1590062400.0,2020-05-21
439,599,Malta,6,35.9375,14.3754,null,468,1590062400.0,2020-05-21
440,947,Mali,60,17.570692,-3.996166,null,558,1590062400.0,2020-05-21
441,1216,Maldives,4,3.2028,73.2207,null,91,1590062400.0,2020-05-21
442,7059,Malaysia,114,2.5,112.5,null,5796,1590062400.0,2020-05-21
443,72,Malawi,3,-13.254308,34.301525,null,27,1590062400.0,2020-05-21
444,405,Madagascar,2,-18.7669,46.8691,null,131,1590062400.0,2020-05-21
445,3980,Luxembourg,109,49.8153,6.1296,null,3741,1590062400.0,2020-05-21
446,1593,Lithuania,61,55.1694,23.8813,null,1049,1590062400.0,2020-05-21
447,71,Libya,3,26.3351,17.228331,null,35,1590062400.0,2020-05-21
448,240,Liberia,23,6.4281,-9.4295,null,131,1590062400.0,2020-05-21
449,1024,Lebanon,26,33.8547,35.8623,null,663,1590062400.0,2020-05-21
450,1025,Latvia,22,56.8796,24.6032,null,694,1590062400.0,2020-05-21
451,1313,Kyrgyzstan,14,41.2044,74.7661,null,923,1590062400.0,2020-05-21
452,18609,Kuwait,129,29.5,47.75,null,5205,1590062400.0,2020-05-21
453,1003,Kosovo,29,42.602636,20.902977,null,772,1590062400.0,2020-05-21
454,11142,"Korea, South",264,36.0,128.0,null,10162,1590062400.0,2020-05-21
455,1109,Kenya,50,-236.0,37.9062,null,375,1590062400.0,2020-05-21
456,7234,Kazakhstan,35,48196.0,66.9237,null,3843,1590062400.0,2020-05-21
457,684,Jordan,9,31.24,36.51,null,457,1590062400.0,2020-05-21
458,16424,Japan,777,36.0,138.0,null,12672,1590062400.0,2020-05-21
459,534,Jamaica,9,18.1096,-77.2975,null,181,1590062400.0,2020-05-21
460,228006,Italy,32486,43.0,12.0,null,134560,1590062400.0,2020-05-21
461,16683,Israel,279,31.0,35.0,null,13724,1590062400.0,2020-05-21
462,24391,Ireland,1583,53.1424,-7.6921,null,21060,1590062400.0,2020-05-21
463,3877,Iraq,140,33.0,44.0,null,2483,1590062400.0,2020-05-21
464,129341,Iran,7249,32.0,53.0,null,100564,1590062400.0,2020-05-21
465,20162,Indonesia,1278,-0.7893,113.9213,null,4838,1590062400.0,2020-05-21
466,118226,India,3584,21.0,78.0,null,48553,1590062400.0,2020-05-21
467,1803,Iceland,10,64.9631,-19208.0,null,1790,1590062400.0,2020-05-21
468,3641,Hungary,473,47.1625,19.5033,null,1509,1590062400.0,2020-05-21
469,3204,Honduras,156,15.2,-86.2419,null,397,1590062400.0,2020-05-21
470,734,Haiti,25,18.9712,-72.2852,null,21,1590062400.0,2020-05-21
471,127,Guyana,10,5.0,-58.75,null,57,1590062400.0,2020-05-21
472,3067,Guinea,18,9.9456,-9.6966,null,1575,1590062400.0,2020-05-21
473,1109,Guinea-Bissau,6,11.8037,-15.1804,null,42,1590062400.0,2020-05-21
474,2512,Guatemala,48,15.7835,-90.2308,null,222,1590062400.0,2020-05-21
475,2853,Greece,168,39742.0,21.8243,null,1374,1590062400.0,2020-05-21
476,6269,Ghana,31,7.9465,-1232.0,null,1898,1590062400.0,2020-05-21
477,179021,Germany,8203,51.0,9.0,null,158087,1590062400.0,2020-05-21
478,721,Georgia,12,42.3154,43.3569,null,485,1590062400.0,2020-05-21
479,1567,Gabon,12,-0.8037,11.6094,null,365,1590062400.0,2020-05-21
480,449,France,1,-21.1351,55.2471,Reunion,411,1590062400.0,2020-05-21
481,1475,France,19,-12.8275,45.1662,Mayotte,894,1590062400.0,2020-05-21
482,249,France,1,3.9339,-53.1258,French Guiana,137,1590062400.0,2020-05-21
483,6493,Finland,306,64.0,26.0,null,4800,1590062400.0,2020-05-21
484,399,Ethiopia,5,9.145,40.4897,null,123,1590062400.0,2020-05-21
485,220,Eswatini,2,-26.5225,31.4659,null,112,1590062400.0,2020-05-21
486,1800,Estonia,64,58.5953,25136.0,null,1488,1590062400.0,2020-05-21
487,903,Equatorial Guinea,10,1.5,10.0,null,22,1590062400.0,2020-05-21
488,1640,El Salvador,33,13.7942,-88.8965,null,544,1590062400.0,2020-05-21
489,15003,Egypt,696,26.0,30.0,null,4217,1590062400.0,2020-05-21
490,35306,Ecuador,2939,-1.8312,-78.1834,null,3557,1590062400.0,2020-05-21
491,13657,Dominican Republic,448,18.7357,-70.1627,null,7366,1590062400.0,2020-05-21
492,2047,Djibouti,10,11.8251,42.5903,null,1055,1590062400.0,2020-05-21
493,11182,Denmark,561,56.2639,9.5018,null,9643,1590062400.0,2020-05-21
494,8754,Czechia,306,49.8175,15.473,null,5926,1590062400.0,2020-05-21
495,923,Cyprus,17,35.1264,33.4299,null,561,1590062400.0,2020-05-21
496,1908,Cuba,80,22.0,-80.0,null,1603,1590062400.0,2020-05-21
497,2237,Croatia,97,45.1,15.2,null,1978,1590062400.0,2020-05-21
498,2301,Cote d'Ivoire,29,7.54,-5.5471,null,1100,1590062400.0,2020-05-21
499,903,Costa Rica,10,9.7489,-83.7534,null,592,1590062400.0,2020-05-21
500,1835,Congo (Kinshasa),61,-4383.0,21.7587,null,303,1590062400.0,2020-05-21
501,469,Congo (Brazzaville),16,-4383.0,21.7587,null,137,1590062400.0,2020-05-21
502,34,Comoros,1,-11.6455,43.3333,null,8,1590062400.0,2020-05-21
503,18330,Colombia,652,4.5709,-74.2973,null,4431,1590062400.0,2020-05-21
504,666,China,7,31.202,121.4491,Shanghai,641,1590062400.0,2020-05-21
505,57581,Chile,589,-35.6751,-71.543,null,23992,1590062400.0,2020-05-21
506,588,Chad,58,15.4542,18.7322,null,186,1590062400.0,2020-05-21
507,436,Central African Republic,0,6.6111,20.9394,null,18,1590062400.0,2020-05-21
508,622,Canada,7,52.9399,-106.4509,Saskatchewan,null,1590062400.0,2020-05-21
509,null,Canada,null,56.1304,-106.3468,Recovery aggregated,41731,1590062400.0,2020-05-21
510,45504,Canada,3801,52.9399,-73.5491,Quebec,null,1590062400.0,2020-05-21
511,25595,Canada,2106,51.2538,-85.3232,Ontario,null,1590062400.0,2020-05-21
512,1046,Canada,58,44.682,-63.7443,Nova Scotia,null,1590062400.0,2020-05-21
513,2479,Canada,152,49.2827,-123.1207,British Columbia,null,1590062400.0,2020-05-21
514,6768,Canada,132,53.9333,-116.5765,Alberta,null,1590062400.0,2020-05-21
515,4288,Cameroon,156,3.848,11.5021,null,1808,1590062400.0,2020-05-21
516,123,Cambodia,0,11.55,104.9167,null,122,1590062400.0,2020-05-21
517,356,Cabo Verde,3,16.5388,-23418.0,null,95,1590062400.0,2020-05-21
518,199,Burma,6,21.9162,95.956,null,108,1590062400.0,2020-05-21
519,812,Burkina Faso,52,12.2383,-1.5616,null,669,1590062400.0,2020-05-21
520,2331,Bulgaria,120,42.7339,25.4858,null,727,1590062400.0,2020-05-21
521,310087,Brazil,20047,-14.235,-51.9253,null,125960,1590062400.0,2020-05-21
522,29,Botswana,1,-22.3285,24.6849,null,19,1590062400.0,2020-05-21
523,2350,Bosnia and Herzegovina,140,43.9159,17.6791,null,1596,1590062400.0,2020-05-21
524,5187,Bolivia,215,-16.2902,-63.5887,null,561,1590062400.0,2020-05-21
525,21,Bhutan,0,27.5142,90.4336,null,6,1590062400.0,2020-05-21
526,56235,Belgium,9186,50.8333,4.0,null,14988,1590062400.0,2020-05-21
527,33371,Belarus,185,53.7098,27.9534,null,12057,1590062400.0,2020-05-21
528,90,Barbados,7,13.1939,-59.5432,null,70,1590062400.0,2020-05-21
529,28511,Bangladesh,408,23.685,90.3563,null,5602,1590062400.0,2020-05-21
530,8174,Bahrain,12,26275.0,50.55,null,3873,1590062400.0,2020-05-21
531,97,Bahamas,11,25343.0,-77.3963,null,44,1590062400.0,2020-05-21
532,3749,Azerbaijan,44,40.1431,47.5769,null,2340,1590062400.0,2020-05-21
533,16404,Austria,633,47.5162,14.5501,null,14951,1590062400.0,2020-05-21
534,1593,Australia,18,-37.8136,144.9631,Victoria,1479,1590062400.0,2020-05-21
535,228,Australia,13,-41.4545,145.9707,Tasmania,198,1590062400.0,2020-05-21
536,3084,Australia,48,-33.8688,151.2093,New South Wales,2648,1590062400.0,2020-05-21
537,5606,Armenia,70,40691.0,45382.0,null,2581,1590062400.0,2020-05-21
538,9931,Argentina,416,-38.4161,-63.6167,null,3032,1590062400.0,2020-05-21
539,58,Angola,3,-11.2027,17.8739,null,17,1590062400.0,2020-05-21
540,762,Andorra,51,42.5063,1.5218,null,639,1590062400.0,2020-05-21
541,7728,Algeria,575,28339.0,1.6596,null,4062,1590062400.0,2020-05-21
542,969,Albania,31,41.1533,20.1683,null,771,1590062400.0,2020-05-21
543,8676,Afghanistan,193,33.0,65.0,null,938,1590062400.0,2020-05-21
544,440,Taiwan*,7,23.7,121.0,null,398,1590062400.0,2020-05-21
545,140,Mongolia,0,46.8625,103.8467,null,26,1590062400.0,2020-05-21
546,24,Gambia,1,13.4432,-15.3101,null,13,1590062400.0,2020-05-21
547,308,China,3,35.1917,108.8701,Shaanxi,303,1590062400.0,2020-05-21
548,151,China,2,43.6661,126.1923,Jilin,123,1590062400.0,2020-05-21
549,216,China,1,44935.0,113.9448,Inner Mongolia,196,1590062400.0,2020-05-21
550,1055,China,4,22.3,114.2,Hong Kong,1025,1590062400.0,2020-05-21
551,290,Canada,7,53.7609,-98.8139,Manitoba,null,1590062400.0,2020-05-21
552,557,Australia,9,-31.9505,115.8605,Western Australia,545,1590062400.0,2020-05-21
553,1058,Australia,6,-28167.0,153.4,Queensland,1040,1590062400.0,2020-05-21
554,58,Syria,3,34.802075,38.996815,null,36,1590062400.0,2020-05-21
555,77,Netherlands,15,18425.0,-63548.0,Sint Maarten,54,1590062400.0,2020-05-21
556,45,China,0,22.1667,113.55,Macau,44,1590062400.0,2020-05-21
557,1590,China,8,23.3417,113.4244,Guangdong,1579,1590062400.0,2020-05-21
558,593,China,9,40.1824,116.4142,Beijing,578,1590062400.0,2020-05-21
559,192,France,14,14.6415,-61242.0,Martinique,91,1590062400.0,2020-05-21
560,1,Lesotho,0,-29.609988,28.233608,null,0,1590062400.0,2020-05-21
561,155,France,13,16.25,-61.5833,Guadeloupe,109,1590062400.0,2020-05-21
562,16,Netherlands,1,12.1696,-68.99,Curacao,14,1590062400.0,2020-05-21
563,561,China,3,30.6171,102.7103,Sichuan,558,1590062400.0,2020-05-21
564,46,Zimbabwe,4,-20.0,30.0,null,18,1589889600.0,2020-05-19
565,772,Zambia,7,-15.4167,28.2833,null,192,1589889600.0,2020-05-19
566,167,Yemen,28,15.552727,48.516388,null,5,1589889600.0,2020-05-19
567,391,West Bank and Gaza,2,31.9522,35.2332,null,346,1589889600.0,2020-05-19
568,324,Vietnam,0,16.0,108.0,null,263,1589889600.0,2020-05-19
569,749,Venezuela,10,6.4238,-66.5897,null,253,1589889600.0,2020-05-19
570,2855,Uzbekistan,13,41.3775,64.5853,null,2338,1589889600.0,2020-05-19
571,738,Uruguay,20,-32.5228,-55.7658,null,579,1589889600.0,2020-05-19
572,335,United Kingdom,24,54.2361,-4.5481,Isle of Man,300,1589889600.0,2020-05-19
573,555,United Kingdom,44,49.3723,-2.3644,Channel Islands,479,1589889600.0,2020-05-19
574,111,United Kingdom,1,19.3133,-81.2546,Cayman Islands,55,1589889600.0,2020-05-19
575,125,United Kingdom,9,32.3078,-64.7505,Bermuda,78,1589889600.0,2020-05-19
576,248818,United Kingdom,35341,55.3781,-3.436,null,0,1589889600.0,2020-05-19
577,25063,United Arab Emirates,227,24.0,54.0,null,10791,1589889600.0,2020-05-19
578,18876,Ukraine,548,48.3794,31.1656,null,5632,1589889600.0,2020-05-19
579,260,Uganda,0,1.0,32.0,null,63,1589889600.0,2020-05-19
580,1528568,US,91921,37902.0,-95.7129,null,289392,1589889600.0,2020-05-19
581,151615,Turkey,4199,38.9637,35.2433,null,112895,1589889600.0,2020-05-19
582,1044,Tunisia,47,34.0,9.0,null,826,1589889600.0,2020-05-19
583,338,Togo,12,8.6195,0.8248,null,107,1589889600.0,2020-05-19
584,3033,Thailand,56,15.0,101.0,null,2857,1589889600.0,2020-05-19
585,1936,Tajikistan,41,38.861034,71.276093,null,641,1589889600.0,2020-05-19
586,30618,Switzerland,1891,46.8182,8.2275,null,27700,1589889600.0,2020-05-19
587,30799,Sweden,3743,63.0,16.0,null,4971,1589889600.0,2020-05-19
588,2728,Sudan,111,12.8628,30.2176,null,286,1589889600.0,2020-05-19
589,1027,Sri Lanka,9,7.0,81.0,null,569,1589889600.0,2020-05-19
590,232037,Spain,27778,40.0,-4.0,null,0,1589889600.0,2020-05-19
591,17200,South Africa,312,-30.5595,22.9375,null,7960,1589889600.0,2020-05-19
592,1502,Somalia,59,5.1521,46.1996,null,178,1589889600.0,2020-05-19
593,1467,Slovenia,104,46.1512,14.9955,null,1338,1589889600.0,2020-05-19
594,1495,Slovakia,28,48.669,19.699,null,1192,1589889600.0,2020-05-19
595,28794,Singapore,22,1.2833,103.8333,null,10365,1589889600.0,2020-05-19
596,534,Sierra Leone,33,8.460555,-11.779889,null,167,1589889600.0,2020-05-19
597,10733,Serbia,234,44165.0,21059.0,null,4904,1589889600.0,2020-05-19
598,2617,Senegal,30,14.4974,-14.4524,null,1133,1589889600.0,2020-05-19
599,59854,Saudi Arabia,329,24.0,45.0,null,31634,1589889600.0,2020-05-19
0,655,San Marino,41,43.9424,12.4578,null,211,1589889600.0,2020-05-19
1,308,Rwanda,0,-1.9403,29.8739,null,209,1589889600.0,2020-05-19
2,299941,Russia,2837,60.0,90.0,null,76130,1589889600.0,2020-05-19
3,17191,Romania,1137,45.9432,24.9668,null,10166,1589889600.0,2020-05-19
4,35606,Qatar,15,25.3548,51.1839,null,5634,1589889600.0,2020-05-19
5,29432,Portugal,1247,39.3999,-8.2245,null,6431,1589889600.0,2020-05-19
6,19268,Poland,948,51.9194,19.1451,null,7903,1589889600.0,2020-05-19
7,12942,Philippines,837,13.0,122.0,null,2843,1589889600.0,2020-05-19
8,99483,Peru,2914,-9.19,-75152.0,null,36524,1589889600.0,2020-05-19
9,829,Paraguay,11,-23.4425,-58.4438,null,230,1589889600.0,2020-05-19
10,9867,Panama,281,8.538,-80.7821,null,6194,1589889600.0,2020-05-19
11,43966,Pakistan,939,30.3753,69.3451,null,12489,1589889600.0,2020-05-19
12,5671,Oman,27,21.0,57.0,null,1574,1589889600.0,2020-05-19
13,8267,Norway,233,60.472,8.4689,null,32,1589889600.0,2020-05-19
14,1839,North Macedonia,106,41.6086,21.7453,null,1351,1589889600.0,2020-05-19
15,6401,Nigeria,192,982.0,8.6753,null,1734,1589889600.0,2020-05-19
16,914,Niger,55,17.6078,8817.0,null,734,1589889600.0,2020-05-19
17,254,Nicaragua,17,12.8654,-85.2072,null,199,1589889600.0,2020-05-19
18,1503,New Zealand,21,-40.9006,174.886,null,1447,1589889600.0,2020-05-19
19,44249,Netherlands,5715,52.1326,5.2913,null,0,1589889600.0,2020-05-19
20,402,Nepal,2,28.1667,84.25,null,37,1589889600.0,2020-05-19
21,146,Mozambique,0,-18.665695,35.529562,null,44,1589889600.0,2020-05-19
22,7023,Morocco,193,31.7917,-7926.0,null,3901,1589889600.0,2020-05-19
23,324,Montenegro,9,42.5,19.3,null,312,1589889600.0,2020-05-19
24,97,Monaco,4,43.7333,7.4167,null,87,1589889600.0,2020-05-19
25,6340,Moldova,221,47.4116,28.3699,null,2508,1589889600.0,2020-05-19
26,54346,Mexico,5666,23.6345,-102.5528,null,37325,1589889600.0,2020-05-19
27,131,Mauritania,4,21079.0,10.9408,null,7,1589889600.0,2020-05-19
28,569,Malta,6,35.9375,14.3754,null,460,1589889600.0,2020-05-19
29,901,Mali,53,17.570692,-3.996166,null,529,1589889600.0,2020-05-19
30,1143,Maldives,4,3.2028,73.2207,null,91,1589889600.0,2020-05-19
31,6978,Malaysia,114,2.5,112.5,null,5646,1589889600.0,2020-05-19
32,326,Madagascar,2,-18.7669,46.8691,null,119,1589889600.0,2020-05-19
33,3958,Luxembourg,109,49.8153,6.1296,null,3718,1589889600.0,2020-05-19
34,1562,Lithuania,60,55.1694,23.8813,null,1025,1589889600.0,2020-05-19
35,68,Libya,3,26.3351,17.228331,null,35,1589889600.0,2020-05-19
36,233,Liberia,23,6.4281,-9.4295,null,125,1589889600.0,2020-05-19
37,954,Lebanon,26,33.8547,35.8623,null,251,1589889600.0,2020-05-19
38,1012,Latvia,21,56.8796,24.6032,null,694,1589889600.0,2020-05-19
39,1243,Kyrgyzstan,14,41.2044,74.7661,null,898,1589889600.0,2020-05-19
40,16764,Kuwait,121,29.5,47.75,null,4681,1589889600.0,2020-05-19
41,989,Kosovo,29,42.602636,20.902977,null,769,1589889600.0,2020-05-19
42,11110,"Korea, South",263,36.0,128.0,null,10066,1589889600.0,2020-05-19
43,963,Kenya,50,-236.0,37.9062,null,358,1589889600.0,2020-05-19
44,6751,Kazakhstan,35,48196.0,66.9237,null,3598,1589889600.0,2020-05-19
45,649,Jordan,9,31.24,36.51,null,417,1589889600.0,2020-05-19
46,16367,Japan,768,36.0,138.0,null,11564,1589889600.0,2020-05-19
47,520,Jamaica,9,18.1096,-77.2975,null,145,1589889600.0,2020-05-19
48,226699,Italy,32169,43.0,12.0,null,129401,1589889600.0,2020-05-19
49,16659,Israel,278,31.0,35.0,null,13435,1589889600.0,2020-05-19
50,24251,Ireland,1561,53.1424,-7.6921,null,19470,1589889600.0,2020-05-19
51,3611,Iraq,131,33.0,44.0,null,2366,1589889600.0,2020-05-19
52,124603,Iran,7119,32.0,53.0,null,97173,1589889600.0,2020-05-19
53,18496,Indonesia,1221,-0.7893,113.9213,null,4467,1589889600.0,2020-05-19
54,106475,India,3302,21.0,78.0,null,42309,1589889600.0,2020-05-19
55,1802,Iceland,10,64.9631,-19208.0,null,1789,1589889600.0,2020-05-19
56,3556,Hungary,467,47.1625,19.5033,null,1412,1589889600.0,2020-05-19
57,2955,Honduras,147,15.2,-86.2419,null,349,1589889600.0,2020-05-19
58,533,Haiti,21,18.9712,-72.2852,null,21,1589889600.0,2020-05-19
59,125,Guyana,10,5.0,-58.75,null,46,1589889600.0,2020-05-19
60,2863,Guinea,18,9.9456,-9.6966,null,1525,1589889600.0,2020-05-19
61,1038,Guinea-Bissau,6,11.8037,-15.1804,null,42,1589889600.0,2020-05-19
62,2133,Guatemala,43,15.7835,-90.2308,null,155,1589889600.0,2020-05-19
63,2840,Greece,165,39742.0,21.8243,null,1374,1589889600.0,2020-05-19
64,6096,Ghana,31,7.9465,-1232.0,null,1773,1589889600.0,2020-05-19
65,177778,Germany,8081,51.0,9.0,null,155681,1589889600.0,2020-05-19
66,707,Georgia,12,42.3154,43.3569,null,456,1589889600.0,2020-05-19
67,1502,Gabon,12,-0.8037,11.6094,null,318,1589889600.0,2020-05-19
68,446,France,0,-21.1351,55.2471,Reunion,354,1589889600.0,2020-05-19
69,1370,France,18,-12.8275,45.1662,Mayotte,627,1589889600.0,2020-05-19
70,218,France,1,3.9339,-53.1258,French Guiana,136,1589889600.0,2020-05-19
71,178428,France,27976,46.2276,2.2137,null,61246,1589889600.0,2020-05-19
72,6399,Finland,301,64.0,26.0,null,5000,1589889600.0,2020-05-19
73,365,Ethiopia,5,9.145,40.4897,null,120,1589889600.0,2020-05-19
74,208,Eswatini,2,-26.5225,31.4659,null,87,1589889600.0,2020-05-19
75,1791,Estonia,64,58.5953,25136.0,null,938,1589889600.0,2020-05-19
76,825,Equatorial Guinea,7,1.5,10.0,null,22,1589889600.0,2020-05-19
77,1498,El Salvador,30,13.7942,-88.8965,null,502,1589889600.0,2020-05-19
78,13484,Egypt,659,26.0,30.0,null,3742,1589889600.0,2020-05-19
79,34151,Ecuador,2839,-1.8312,-78.1834,null,3457,1589889600.0,2020-05-19
80,13223,Dominican Republic,441,18.7357,-70.1627,null,6613,1589889600.0,2020-05-19
81,1618,Djibouti,7,11.8251,42.5903,null,1033,1589889600.0,2020-05-19
82,11044,Denmark,551,56.2639,9.5018,null,9416,1589889600.0,2020-05-19
83,8647,Czechia,302,49.8175,15.473,null,5726,1589889600.0,2020-05-19
84,918,Cyprus,17,35.1264,33.4299,null,515,1589889600.0,2020-05-19
85,1887,Cuba,79,22.0,-80.0,null,1538,1589889600.0,2020-05-19
86,2232,Croatia,96,45.1,15.2,null,1967,1589889600.0,2020-05-19
87,2153,Cote d'Ivoire,28,7.54,-5.5471,null,1050,1589889600.0,2020-05-19
88,882,Costa Rica,10,9.7489,-83.7534,null,577,1589889600.0,2020-05-19
89,1629,Congo (Kinshasa),61,-4383.0,21.7587,null,290,1589889600.0,2020-05-19
90,420,Congo (Brazzaville),15,-4383.0,21.7587,null,132,1589889600.0,2020-05-19
91,16935,Colombia,613,4.5709,-74.2973,null,4050,1589889600.0,2020-05-19
92,49579,Chile,509,-35.6751,-71.543,null,21507,1589889600.0,2020-05-19
93,545,Chad,56,15.4542,18.7322,null,139,1589889600.0,2020-05-19
94,366,Central African Republic,0,6.6111,20.9394,null,18,1589889600.0,2020-05-19
95,599,Canada,7,52.9399,-106.4509,Saskatchewan,null,1589889600.0,2020-05-19
96,null,Canada,null,56.1304,-106.3468,Recovery aggregated,40069,1589889600.0,2020-05-19
97,44206,Canada,3648,52.9399,-73.5491,Quebec,null,1589889600.0,2020-05-19
98,24755,Canada,2032,51.2538,-85.3232,Ontario,null,1589889600.0,2020-05-19
99,1044,Canada,56,44.682,-63.7443,Nova Scotia,null,1589889600.0,2020-05-19
100,2446,Canada,146,49.2827,-123.1207,British Columbia,null,1589889600.0,2020-05-19
101,6716,Canada,128,53.9333,-116.5765,Alberta,null,1589889600.0,2020-05-19
102,3529,Cameroon,140,3.848,11.5021,null,1567,1589889600.0,2020-05-19
103,335,Cabo Verde,3,16.5388,-23418.0,null,85,1589889600.0,2020-05-19
104,193,Burma,6,21.9162,95.956,null,104,1589889600.0,2020-05-19
105,796,Burkina Faso,51,12.2383,-1.5616,null,652,1589889600.0,2020-05-19
106,2259,Bulgaria,112,42.7339,25.4858,null,646,1589889600.0,2020-05-19
107,271885,Brazil,17983,-14.235,-51.9253,null,106794,1589889600.0,2020-05-19
108,2321,Bosnia and Herzegovina,134,43.9159,17.6791,null,1522,1589889600.0,2020-05-19
109,4481,Bolivia,189,-16.2902,-63.5887,null,533,1589889600.0,2020-05-19
110,130,Benin,2,9.3077,2.3158,null,83,1589889600.0,2020-05-19
111,55791,Belgium,9108,50.8333,4.0,null,14687,1589889600.0,2020-05-19
112,31508,Belarus,175,53.7098,27.9534,null,10620,1589889600.0,2020-05-19
113,90,Barbados,7,13.1939,-59.5432,null,68,1589889600.0,2020-05-19
114,25121,Bangladesh,370,23.685,90.3563,null,4993,1589889600.0,2020-05-19
115,7532,Bahrain,12,26275.0,50.55,null,2952,1589889600.0,2020-05-19
116,96,Bahamas,11,25343.0,-77.3963,null,43,1589889600.0,2020-05-19
117,3518,Azerbaijan,41,40.1431,47.5769,null,2198,1589889600.0,2020-05-19
118,16321,Austria,632,47.5162,14.5501,null,14678,1589889600.0,2020-05-19
119,1573,Australia,18,-37.8136,144.9631,Victoria,1454,1589889600.0,2020-05-19
120,228,Australia,13,-41.4545,145.9707,Tasmania,195,1589889600.0,2020-05-19
121,3081,Australia,47,-33.8688,151.2093,New South Wales,2631,1589889600.0,2020-05-19
122,5041,Armenia,64,40691.0,45382.0,null,2164,1589889600.0,2020-05-19
123,8809,Argentina,393,-38.4161,-63.6167,null,2872,1589889600.0,2020-05-19
124,52,Angola,3,-11.2027,17.8739,null,17,1589889600.0,2020-05-19
125,761,Andorra,51,42.5063,1.5218,null,628,1589889600.0,2020-05-19
126,7377,Algeria,561,28339.0,1.6596,null,3746,1589889600.0,2020-05-19
127,949,Albania,31,41.1533,20.1683,null,742,1589889600.0,2020-05-19
128,7653,Afghanistan,178,33.0,65.0,null,850,1589889600.0,2020-05-19
129,147,United Kingdom,0,36.1408,-5.3536,Gibraltar,145,1589889600.0,2020-05-19
130,290,South Sudan,4,6.877,31.307,null,4,1589889600.0,2020-05-19
131,70,Malawi,3,-13.254308,34.301525,null,27,1589889600.0,2020-05-19
132,666,China,7,31.202,121.4491,Shanghai,641,1589889600.0,2020-05-19
133,25,Botswana,1,-22.3285,24.6849,null,17,1589889600.0,2020-05-19
134,17,Saint Vincent and the Grenadines,0,12.9843,-61.2872,null,14,1589889600.0,2020-05-19
135,16,Namibia,0,-22.9576,18.4904,null,13,1589889600.0,2020-05-19
136,22,Grenada,0,12.1165,-61.679,null,14,1589889600.0,2020-05-19
137,122,Cambodia,0,11.55,104.9167,null,122,1589889600.0,2020-05-19
138,21,Bhutan,0,27.5142,90.4336,null,5,1589889600.0,2020-05-19
139,116,Trinidad and Tobago,8,10.6918,-61.2225,null,107,1589889600.0,2020-05-19
140,101,Netherlands,3,12.5186,-70358.0,Aruba,93,1589889600.0,2020-05-19
141,11,Comoros,1,-11.6455,43.3333,null,3,1589889600.0,2020-05-19
142,39,France,3,18708.0,-63501.0,St Martin,30,1589889600.0,2020-05-19
143,120,Canada,0,46.5653,-66.4619,New Brunswick,null,1589889600.0,2020-05-19
144,29,Australia,0,-12.4634,130.8456,Northern Territory,27,1589889600.0,2020-05-19
145,44,Zimbabwe,4,-20.0,30.0,null,17,1589716800.0,2020-05-17
146,753,Zambia,7,-15.4167,28.2833,null,188,1589716800.0,2020-05-17
147,128,Yemen,20,15.552727,48.516388,null,1,1589716800.0,2020-05-17
148,381,West Bank and Gaza,2,31.9522,35.2332,null,335,1589716800.0,2020-05-17
