,confirmed,country_region,deaths,lat,long,province_state,recovered,timestamp,timestamp.date
34,343,Kazakhstan,2,48196.0,66.9237,null,24,1585656000.0,2020-03-31
35,274,Jordan,5,31.24,36.51,null,30,1585656000.0,2020-03-31
36,1953,Japan,56,36.0,138.0,null,424,1585656000.0,2020-03-31
37,105792,Italy,12428,43.0,12.0,null,15729,1585656000.0,2020-03-31
38,5358,Israel,20,31.0,35.0,null,224,1585656000.0,2020-03-31
39,3235,Ireland,71,53.1424,-7.6921,null,5,1585656000.0,2020-03-31
40,694,Iraq,50,33.0,44.0,null,170,1585656000.0,2020-03-31
41,44605,Iran,2898,32.0,53.0,null,14656,1585656000.0,2020-03-31
42,1528,Indonesia,136,-0.7893,113.9213,null,81,1585656000.0,2020-03-31
43,1397,India,35,21.0,78.0,null,123,1585656000.0,2020-03-31
44,1135,Iceland,2,64.9631,-19208.0,null,198,1585656000.0,2020-03-31
45,492,Hungary,16,47.1625,19.5033,null,37,1585656000.0,2020-03-31
46,141,Honduras,7,15.2,-86.2419,null,3,1585656000.0,2020-03-31
47,12,Guyana,2,5.0,-58.75,null,0,1585656000.0,2020-03-31
48,38,Guatemala,1,15.7835,-90.2308,null,12,1585656000.0,2020-03-31
49,1314,Greece,49,39742.0,21.8243,null,52,1585656000.0,2020-03-31
50,161,Ghana,5,7.9465,-1232.0,null,31,1585656000.0,2020-03-31
51,71808,Germany,775,51.0,9.0,null,16100,1585656000.0,2020-03-31
52,110,Georgia,0,42.3154,43.3569,null,21,1585656000.0,2020-03-31
53,16,Gabon,1,-0.8037,11.6094,null,0,1585656000.0,2020-03-31
54,247,France,0,-21.1351,55.2471,Reunion,1,1585656000.0,2020-03-31
55,128,France,3,14.6415,-61242.0,Martinique,27,1585656000.0,2020-03-31
56,114,France,4,16.25,-61.5833,Guadeloupe,22,1585656000.0,2020-03-31
57,52128,France,3523,46.2276,2.2137,null,9444,1585656000.0,2020-03-31
58,1418,Finland,17,64.0,26.0,null,10,1585656000.0,2020-03-31
59,26,Ethiopia,0,9.145,40.4897,null,2,1585656000.0,2020-03-31
60,745,Estonia,4,58.5953,25136.0,null,26,1585656000.0,2020-03-31
61,12,Equatorial Guinea,0,1.5,10.0,null,1,1585656000.0,2020-03-31
62,710,Egypt,46,26.0,30.0,null,157,1585656000.0,2020-03-31
63,2240,Ecuador,75,-1.8312,-78.1834,null,54,1585656000.0,2020-03-31
64,1109,Dominican Republic,51,18.7357,-70.1627,null,5,1585656000.0,2020-03-31
65,30,Djibouti,0,11.8251,42.5903,null,0,1585656000.0,2020-03-31
66,169,Denmark,0,61.8926,-6.9118,Faroe Islands,74,1585656000.0,2020-03-31
67,2860,Denmark,90,56.2639,9.5018,null,1,1585656000.0,2020-03-31
68,3308,Czechia,31,49.8175,15.473,null,45,1585656000.0,2020-03-31
69,262,Cyprus,8,35.1264,33.4299,null,23,1585656000.0,2020-03-31
70,186,Cuba,6,22.0,-80.0,null,8,1585656000.0,2020-03-31
71,867,Croatia,6,45.1,15.2,null,67,1585656000.0,2020-03-31
72,179,Cote d'Ivoire,1,7.54,-5.5471,null,7,1585656000.0,2020-03-31
73,347,Costa Rica,2,9.7489,-83.7534,null,4,1585656000.0,2020-03-31
74,98,Congo (Kinshasa),8,-4383.0,21.7587,null,2,1585656000.0,2020-03-31
75,906,Colombia,16,4.5709,-74.2973,null,31,1585656000.0,2020-03-31
76,174,China,3,39.3054,117.323,Tianjin,135,1585656000.0,2020-03-31
77,509,China,5,31.202,121.4491,Shanghai,341,1585656000.0,2020-03-31
78,139,China,2,41.2956,122.6085,Liaoning,124,1585656000.0,2020-03-31
79,107,China,1,44935.0,113.9448,Inner Mongolia,74,1585656000.0,2020-03-31
80,67801,China,3187,30.9756,112.2707,Hubei,63153,1585656000.0,2020-03-31
81,714,China,4,22.3,114.2,Hong Kong,128,1585656000.0,2020-03-31
82,1494,China,8,23.3417,113.4244,Guangdong,1356,1585656000.0,2020-03-31
83,343,China,1,26789.0,117.9874,Fujian,295,1585656000.0,2020-03-31
84,2738,Chile,12,-35.6751,-71.543,null,156,1585656000.0,2020-03-31
85,184,Canada,2,52.9399,-106.4509,Saskatchewan,null,1585656000.0,2020-03-31
86,null,Canada,null,56.1304,-106.3468,Recovery aggregated,1592,1585656000.0,2020-03-31
87,4162,Canada,31,52.9399,-73.5491,Quebec,null,1585656000.0,2020-03-31
88,1966,Canada,33,51.2538,-85.3232,Ontario,null,1585656000.0,2020-03-31
89,147,Canada,0,44.682,-63.7443,Nova Scotia,null,1585656000.0,2020-03-31
90,152,Canada,1,53.1355,-57.6604,Newfoundland and Labrador,null,1585656000.0,2020-03-31
91,70,Canada,0,46.5653,-66.4619,New Brunswick,null,1585656000.0,2020-03-31
92,103,Canada,1,53.7609,-98.8139,Manitoba,null,1585656000.0,2020-03-31
93,690,Canada,8,53.9333,-116.5765,Alberta,null,1585656000.0,2020-03-31
94,193,Cameroon,6,3.848,11.5021,null,5,1585656000.0,2020-03-31
95,109,Cambodia,0,11.55,104.9167,null,23,1585656000.0,2020-03-31
96,261,Burkina Faso,14,12.2383,-1.5616,null,32,1585656000.0,2020-03-31
97,399,Bulgaria,8,42.7339,25.4858,null,17,1585656000.0,2020-03-31
98,129,Brunei,1,4.5353,114.7277,null,45,1585656000.0,2020-03-31
99,5717,Brazil,201,-14.235,-51.9253,null,127,1585656000.0,2020-03-31
100,420,Bosnia and Herzegovina,13,43.9159,17.6791,null,17,1585656000.0,2020-03-31
101,107,Bolivia,6,-16.2902,-63.5887,null,0,1585656000.0,2020-03-31
102,9,Benin,0,9.3077,2.3158,null,1,1585656000.0,2020-03-31
103,12775,Belgium,705,50.8333,4.0,null,1696,1585656000.0,2020-03-31
104,152,Belarus,1,53.7098,27.9534,null,47,1585656000.0,2020-03-31
105,51,Bangladesh,5,23.685,90.3563,null,25,1585656000.0,2020-03-31
106,567,Bahrain,4,26275.0,50.55,null,295,1585656000.0,2020-03-31
107,298,Azerbaijan,5,40.1431,47.5769,null,26,1585656000.0,2020-03-31
108,10180,Austria,128,47.5162,14.5501,null,1095,1585656000.0,2020-03-31
109,364,Australia,2,-31.9505,115.8605,Western Australia,41,1585656000.0,2020-03-31
110,917,Australia,4,-37.8136,144.9631,Victoria,291,1585656000.0,2020-03-31
111,69,Australia,1,-41.4545,145.9707,Tasmania,5,1585656000.0,2020-03-31
112,337,Australia,0,-34.9285,138.6007,South Australia,6,1585656000.0,2020-03-31
113,743,Australia,2,-28167.0,153.4,Queensland,8,1585656000.0,2020-03-31
114,17,Australia,0,-12.4634,130.8456,Northern Territory,0,1585656000.0,2020-03-31
115,80,Australia,1,-35.4735,149124.0,Australian Capital Territory,3,1585656000.0,2020-03-31
116,532,Armenia,3,40691.0,45382.0,null,30,1585656000.0,2020-03-31
117,1054,Argentina,27,-38.4161,-63.6167,null,240,1585656000.0,2020-03-31
118,7,Angola,2,-11.2027,17.8739,null,1,1585656000.0,2020-03-31
119,376,Andorra,12,42.5063,1.5218,null,10,1585656000.0,2020-03-31
120,716,Algeria,44,28339.0,1.6596,null,46,1585656000.0,2020-03-31
121,243,Albania,15,41.1533,20.1683,null,52,1585656000.0,2020-03-31
122,174,Afghanistan,4,33.0,65.0,null,5,1585656000.0,2020-03-31
123,35,Zambia,0,-15.4167,28.2833,null,0,1585656000.0,2020-03-31
124,135,Venezuela,3,6.4238,-66.5897,null,39,1585656000.0,2020-03-31
125,69,United Kingdom,0,36.1408,-5.3536,Gibraltar,34,1585656000.0,2020-03-31
126,27,Niger,3,17.6078,8817.0,null,0,1585656000.0,2020-03-31
127,11,Netherlands,1,12.1696,-68.99,Curacao,2,1585656000.0,2020-03-31
128,12,Mongolia,0,46.8625,103.8467,null,2,1585656000.0,2020-03-31
129,36,Jamaica,1,18.1096,-77.2975,null,2,1585656000.0,2020-03-31
130,22,Guinea,0,9.9456,-9.6966,null,0,1585656000.0,2020-03-31
131,8,Guinea-Bissau,0,11.8037,-15.1804,null,0,1585656000.0,2020-03-31
132,36,France,0,-17.6797,149.4068,French Polynesia,0,1585656000.0,2020-03-31
133,43,France,0,3.9339,-53.1258,French Guiana,6,1585656000.0,2020-03-31
134,321,China,6,39.549,116.1306,Hebei,310,1585656000.0,2020-03-31
135,14,Bahamas,0,25343.0,-77.3963,null,1,1585656000.0,2020-03-31
136,2032,Australia,8,-33.8688,151.2093,New South Wales,4,1585656000.0,2020-03-31
137,6,Netherlands,0,18425.0,-63548.0,Sint Maarten,0,1585656000.0,2020-03-31
138,11,Namibia,0,-22.9576,18.4904,null,2,1585656000.0,2020-03-31
139,15,Haiti,0,18.9712,-72.2852,null,1,1585656000.0,2020-03-31
140,4,Gambia,1,13.4432,-15.3101,null,0,1585656000.0,2020-03-31
141,712,Diamond Princess,10,0.0,0.0,null,603,1585656000.0,2020-03-31
142,550,China,3,30.6171,102.7103,Sichuan,536,1585656000.0,2020-03-31
143,136,China,0,37.5777,112.2922,Shanxi,133,1585656000.0,2020-03-31
144,138,China,2,37.8099,101583.0,Gansu,125,1585656000.0,2020-03-31
145,8,Mozambique,0,-18.665695,35.529562,null,0,1585656000.0,2020-03-31
146,2,MS Zaandam,0,0.0,0.0,null,0,1585656000.0,2020-03-31
147,3,Liberia,0,6.4281,-9.4295,null,0,1585656000.0,2020-03-31
148,1,Canada,0,64.8255,-124.8457,Northwest Territories,null,1585656000.0,2020-03-31
149,253,China,3,35.1917,108.8701,Shaanxi,242,1585656000.0,2020-03-31
150,116,West Bank and Gaza,1,31.9522,35.2332,null,18,1585569600.0,2020-03-30
151,203,Vietnam,0,16.0,108.0,null,55,1585569600.0,2020-03-30
152,149,Uzbekistan,2,41.3775,64.5853,null,7,1585569600.0,2020-03-30
153,310,Uruguay,1,-32.5228,-55.7658,null,0,1585569600.0,2020-03-30
154,49,United Kingdom,0,54.2361,-4.5481,Isle of Man,0,1585569600.0,2020-03-30
155,141,United Kingdom,2,49.3723,-2.3644,Channel Islands,0,1585569600.0,2020-03-30
156,12,United Kingdom,1,19.3133,-81.2546,Cayman Islands,0,1585569600.0,2020-03-30
157,27,United Kingdom,0,32.3078,-64.7505,Bermuda,2,1585569600.0,2020-03-30
158,22141,United Kingdom,1408,55.3781,-3.436,null,135,1585569600.0,2020-03-30
159,611,United Arab Emirates,5,24.0,54.0,null,61,1585569600.0,2020-03-30
160,548,Ukraine,13,48.3794,31.1656,null,8,1585569600.0,2020-03-30
161,161807,US,2978,37902.0,-95.7129,null,5644,1585569600.0,2020-03-30
162,10827,Turkey,168,38.9637,35.2433,null,162,1585569600.0,2020-03-30
163,312,Tunisia,8,34.0,9.0,null,3,1585569600.0,2020-03-30
164,82,Trinidad and Tobago,3,10.6918,-61.2225,null,1,1585569600.0,2020-03-30
165,30,Togo,1,8.6195,0.8248,null,1,1585569600.0,2020-03-30
166,1524,Thailand,9,15.0,101.0,null,229,1585569600.0,2020-03-30
167,19,Tanzania,0,-6.369,34.8888,null,1,1585569600.0,2020-03-30
168,306,Taiwan*,5,23.7,121.0,null,39,1585569600.0,2020-03-30
169,15922,Switzerland,359,46.8182,8.2275,null,1823,1585569600.0,2020-03-30
170,4028,Sweden,146,63.0,16.0,null,16,1585569600.0,2020-03-30
171,6,Sudan,2,12.8628,30.2176,null,0,1585569600.0,2020-03-30
172,122,Sri Lanka,2,7.0,81.0,null,15,1585569600.0,2020-03-30
173,87956,Spain,7716,40.0,-4.0,null,16780,1585569600.0,2020-03-30
174,1326,South Africa,3,-30.5595,22.9375,null,31,1585569600.0,2020-03-30
175,756,Slovenia,11,46.1512,14.9955,null,10,1585569600.0,2020-03-30
176,336,Slovakia,0,48.669,19.699,null,7,1585569600.0,2020-03-30
177,879,Singapore,3,1.2833,103.8333,null,228,1585569600.0,2020-03-30
178,785,Serbia,16,44165.0,21059.0,null,0,1585569600.0,2020-03-30
179,162,Senegal,0,14.4974,-14.4524,null,27,1585569600.0,2020-03-30
180,1453,Saudi Arabia,8,24.0,45.0,null,115,1585569600.0,2020-03-30
181,230,San Marino,25,43.9424,12.4578,null,13,1585569600.0,2020-03-30
182,7,Saint Kitts and Nevis,0,17.357822,-62.782998,null,0,1585569600.0,2020-03-30
183,1836,Russia,9,60.0,90.0,null,66,1585569600.0,2020-03-30
184,2109,Romania,65,45.9432,24.9668,null,209,1585569600.0,2020-03-30
185,693,Qatar,1,25.3548,51.1839,null,51,1585569600.0,2020-03-30
186,6408,Portugal,140,39.3999,-8.2245,null,43,1585569600.0,2020-03-30
187,2055,Poland,31,51.9194,19.1451,null,7,1585569600.0,2020-03-30
188,1546,Philippines,78,13.0,122.0,null,42,1585569600.0,2020-03-30
189,950,Peru,24,-9.19,-75152.0,null,53,1585569600.0,2020-03-30
190,64,Paraguay,3,-23.4425,-58.4438,null,1,1585569600.0,2020-03-30
191,989,Panama,24,8.538,-80.7821,null,4,1585569600.0,2020-03-30
192,1717,Pakistan,21,30.3753,69.3451,null,76,1585569600.0,2020-03-30
193,179,Oman,0,21.0,57.0,null,29,1585569600.0,2020-03-30
194,4445,Norway,32,60.472,8.4689,null,12,1585569600.0,2020-03-30
195,285,North Macedonia,7,41.6086,21.7453,null,12,1585569600.0,2020-03-30
196,131,Nigeria,2,982.0,8.6753,null,8,1585569600.0,2020-03-30
197,589,New Zealand,1,-40.9006,174.886,null,63,1585569600.0,2020-03-30
198,11750,Netherlands,864,52.1326,5.2913,null,250,1585569600.0,2020-03-30
199,556,Morocco,33,31.7917,-7926.0,null,15,1585569600.0,2020-03-30
200,91,Montenegro,1,42.5,19.3,null,0,1585569600.0,2020-03-30
201,49,Monaco,1,43.7333,7.4167,null,1,1585569600.0,2020-03-30
202,298,Moldova,2,47.4116,28.3699,null,15,1585569600.0,2020-03-30
203,993,Mexico,20,23.6345,-102.5528,null,35,1585569600.0,2020-03-30
204,128,Mauritius,3,-20.2,57.5,null,0,1585569600.0,2020-03-30
205,5,Mauritania,1,21079.0,10.9408,null,2,1585569600.0,2020-03-30
206,156,Malta,0,35.9375,14.3754,null,2,1585569600.0,2020-03-30
207,25,Mali,2,17.570692,-3.996166,null,0,1585569600.0,2020-03-30
208,2626,Malaysia,37,2.5,112.5,null,479,1585569600.0,2020-03-30
209,43,Madagascar,0,-18.7669,46.8691,null,0,1585569600.0,2020-03-30
210,1988,Luxembourg,22,49.8153,6.1296,null,40,1585569600.0,2020-03-30
211,491,Lithuania,7,55.1694,23.8813,null,7,1585569600.0,2020-03-30
212,62,Liechtenstein,0,47.14,9.55,null,0,1585569600.0,2020-03-30
213,446,Lebanon,11,33.8547,35.8623,null,35,1585569600.0,2020-03-30
214,376,Latvia,0,56.8796,24.6032,null,1,1585569600.0,2020-03-30
215,94,Kyrgyzstan,0,41.2044,74.7661,null,3,1585569600.0,2020-03-30
216,266,Kuwait,0,29.5,47.75,null,72,1585569600.0,2020-03-30
217,9661,"Korea, South",158,36.0,128.0,null,5228,1585569600.0,2020-03-30
218,50,Kenya,1,-236.0,37.9062,null,1,1585569600.0,2020-03-30
219,302,Kazakhstan,1,48196.0,66.9237,null,21,1585569600.0,2020-03-30
220,268,Jordan,5,31.24,36.51,null,26,1585569600.0,2020-03-30
221,101739,Italy,11591,43.0,12.0,null,14620,1585569600.0,2020-03-30
222,4695,Israel,16,31.0,35.0,null,161,1585569600.0,2020-03-30
223,2910,Ireland,54,53.1424,-7.6921,null,5,1585569600.0,2020-03-30
224,630,Iraq,46,33.0,44.0,null,152,1585569600.0,2020-03-30
225,41495,Iran,2757,32.0,53.0,null,13911,1585569600.0,2020-03-30
226,1414,Indonesia,122,-0.7893,113.9213,null,75,1585569600.0,2020-03-30
227,1251,India,32,21.0,78.0,null,102,1585569600.0,2020-03-30
228,1086,Iceland,2,64.9631,-19208.0,null,157,1585569600.0,2020-03-30
229,447,Hungary,15,47.1625,19.5033,null,34,1585569600.0,2020-03-30
230,139,Honduras,7,15.2,-86.2419,null,3,1585569600.0,2020-03-30
231,36,Guatemala,1,15.7835,-90.2308,null,10,1585569600.0,2020-03-30
232,1212,Greece,43,39742.0,21.8243,null,52,1585569600.0,2020-03-30
233,66885,Germany,645,51.0,9.0,null,13500,1585569600.0,2020-03-30
234,103,Georgia,0,42.3154,43.3569,null,20,1585569600.0,2020-03-30
235,224,France,0,-21.1351,55.2471,Reunion,1,1585569600.0,2020-03-30
236,82,France,0,-12.8275,45.1662,Mayotte,10,1585569600.0,2020-03-30
237,44550,France,3024,46.2276,2.2137,null,7927,1585569600.0,2020-03-30
238,1352,Finland,13,64.0,26.0,null,10,1585569600.0,2020-03-30
239,23,Ethiopia,0,9.145,40.4897,null,4,1585569600.0,2020-03-30
240,715,Estonia,3,58.5953,25136.0,null,20,1585569600.0,2020-03-30
241,30,El Salvador,0,13.7942,-88.8965,null,0,1585569600.0,2020-03-30
242,656,Egypt,41,26.0,30.0,null,150,1585569600.0,2020-03-30
243,1962,Ecuador,60,-1.8312,-78.1834,null,3,1585569600.0,2020-03-30
244,901,Dominican Republic,42,18.7357,-70.1627,null,4,1585569600.0,2020-03-30
245,168,Denmark,0,61.8926,-6.9118,Faroe Islands,70,1585569600.0,2020-03-30
246,2577,Denmark,77,56.2639,9.5018,null,1,1585569600.0,2020-03-30
247,3001,Czechia,23,49.8175,15.473,null,25,1585569600.0,2020-03-30
248,230,Cyprus,7,35.1264,33.4299,null,22,1585569600.0,2020-03-30
249,170,Cuba,4,22.0,-80.0,null,4,1585569600.0,2020-03-30
250,790,Croatia,6,45.1,15.2,null,67,1585569600.0,2020-03-30
251,168,Cote d'Ivoire,1,7.54,-5.5471,null,6,1585569600.0,2020-03-30
252,330,Costa Rica,2,9.7489,-83.7534,null,4,1585569600.0,2020-03-30
253,81,Congo (Kinshasa),8,-4383.0,21.7587,null,2,1585569600.0,2020-03-30
254,798,Colombia,12,4.5709,-74.2973,null,15,1585569600.0,2020-03-30
255,1255,China,1,29.1832,120934.0,Zhejiang,1225,1585569600.0,2020-03-30
256,174,China,3,39.3054,117.323,Tianjin,133,1585569600.0,2020-03-30
257,498,China,5,31.202,121.4491,Shanghai,338,1585569600.0,2020-03-30
258,773,China,7,36.3427,118.1498,Shandong,753,1585569600.0,2020-03-30
259,38,China,0,22.1667,113.55,Macau,10,1585569600.0,2020-03-30
260,136,China,2,41.2956,122.6085,Liaoning,124,1585569600.0,2020-03-30
261,645,China,0,32.9711,119.455,Jiangsu,631,1585569600.0,2020-03-30
262,97,China,1,44935.0,113.9448,Inner Mongolia,74,1585569600.0,2020-03-30
263,67801,China,3186,30.9756,112.2707,Hubei,62889,1585569600.0,2020-03-30
264,682,China,4,22.3,114.2,Hong Kong,123,1585569600.0,2020-03-30
265,1484,China,8,23.3417,113.4244,Guangdong,1351,1585569600.0,2020-03-30
266,340,China,1,26789.0,117.9874,Fujian,295,1585569600.0,2020-03-30
267,577,China,8,40.1824,116.4142,Beijing,415,1585569600.0,2020-03-30
268,2449,Chile,8,-35.6751,-71.543,null,156,1585569600.0,2020-03-30
269,5,Chad,0,15.4542,18.7322,null,0,1585569600.0,2020-03-30
270,156,Canada,2,52.9399,-106.4509,Saskatchewan,null,1585569600.0,2020-03-30
271,3430,Canada,22,52.9399,-73.5491,Quebec,null,1585569600.0,2020-03-30
272,18,Canada,0,46.5107,-63.4168,Prince Edward Island,null,1585569600.0,2020-03-30
273,1706,Canada,31,51.2538,-85.3232,Ontario,null,1585569600.0,2020-03-30
274,127,Canada,0,44.682,-63.7443,Nova Scotia,null,1585569600.0,2020-03-30
275,148,Canada,1,53.1355,-57.6604,Newfoundland and Labrador,null,1585569600.0,2020-03-30
276,68,Canada,0,46.5653,-66.4619,New Brunswick,null,1585569600.0,2020-03-30
277,96,Canada,1,53.7609,-98.8139,Manitoba,null,1585569600.0,2020-03-30
278,970,Canada,19,49.2827,-123.1207,British Columbia,null,1585569600.0,2020-03-30
279,661,Canada,3,53.9333,-116.5765,Alberta,null,1585569600.0,2020-03-30
280,107,Cambodia,0,11.55,104.9167,null,21,1585569600.0,2020-03-30
281,14,Burma,0,21.9162,95.956,null,0,1585569600.0,2020-03-30
282,246,Burkina Faso,12,12.2383,-1.5616,null,31,1585569600.0,2020-03-30
283,359,Bulgaria,8,42.7339,25.4858,null,17,1585569600.0,2020-03-30
284,127,Brunei,1,4.5353,114.7277,null,38,1585569600.0,2020-03-30
285,4579,Brazil,159,-14.235,-51.9253,null,120,1585569600.0,2020-03-30
286,3,Botswana,0,-22.3285,24.6849,null,0,1585569600.0,2020-03-30
287,368,Bosnia and Herzegovina,10,43.9159,17.6791,null,17,1585569600.0,2020-03-30
288,97,Bolivia,4,-16.2902,-63.5887,null,0,1585569600.0,2020-03-30
289,11899,Belgium,513,50.8333,4.0,null,1527,1585569600.0,2020-03-30
290,152,Belarus,0,53.7098,27.9534,null,32,1585569600.0,2020-03-30
291,49,Bangladesh,5,23.685,90.3563,null,19,1585569600.0,2020-03-30
292,515,Bahrain,4,26275.0,50.55,null,279,1585569600.0,2020-03-30
293,273,Azerbaijan,4,40.1431,47.5769,null,26,1585569600.0,2020-03-30
294,9618,Austria,108,47.5162,14.5501,null,636,1585569600.0,2020-03-30
295,355,Australia,2,-31.9505,115.8605,Western Australia,41,1585569600.0,2020-03-30
296,821,Australia,4,-37.8136,144.9631,Victoria,191,1585569600.0,2020-03-30
297,305,Australia,0,-34.9285,138.6007,South Australia,6,1585569600.0,2020-03-30
298,689,Australia,2,-28167.0,153.4,Queensland,8,1585569600.0,2020-03-30
299,78,Australia,1,-35.4735,149124.0,Australian Capital Territory,2,1585569600.0,2020-03-30
300,482,Armenia,3,40691.0,45382.0,null,30,1585569600.0,2020-03-30
301,820,Argentina,23,-38.4161,-63.6167,null,228,1585569600.0,2020-03-30
302,370,Andorra,8,42.5063,1.5218,null,10,1585569600.0,2020-03-30
303,584,Algeria,35,28339.0,1.6596,null,37,1585569600.0,2020-03-30
304,223,Albania,11,41.1533,20.1683,null,44,1585569600.0,2020-03-30
305,170,Afghanistan,4,33.0,65.0,null,2,1585569600.0,2020-03-30
306,33,Uganda,0,1.0,32.0,null,0,1585569600.0,2020-03-30
307,9,Saint Lucia,0,13.9094,-60.9789,null,1,1585569600.0,2020-03-30
308,70,Rwanda,0,-1.9403,29.8739,null,0,1585569600.0,2020-03-30
309,50,Netherlands,0,12.5186,-70358.0,Aruba,1,1585569600.0,2020-03-30
310,17,Maldives,0,3.2028,73.2207,null,13,1585569600.0,2020-03-30
311,8,Libya,0,26.3351,17.228331,null,0,1585569600.0,2020-03-30
312,94,Kosovo,1,42.602636,20.902977,null,1,1585569600.0,2020-03-30
313,1866,Japan,54,36.0,138.0,null,424,1585569600.0,2020-03-30
314,9,Grenada,0,12.1165,-61.679,null,0,1585569600.0,2020-03-30
315,152,Ghana,5,7.9465,-1232.0,null,2,1585569600.0,2020-03-30
316,106,France,4,16.25,-61.5833,Guadeloupe,17,1585569600.0,2020-03-30
317,12,Eritrea,0,15.1794,39.7823,null,0,1585569600.0,2020-03-30
318,18,Djibouti,0,11.8251,42.5903,null,0,1585569600.0,2020-03-30
319,1276,China,22,33.882,113.614,Henan,1251,1585569600.0,2020-03-30
320,139,Cameroon,6,3.848,11.5021,null,5,1585569600.0,2020-03-30
321,33,Barbados,0,13.1939,-59.5432,null,0,1585569600.0,2020-03-30
322,66,Australia,0,-41.4545,145.9707,Tasmania,5,1585569600.0,2020-03-30
323,7,Angola,2,-11.2027,17.8739,null,0,1585569600.0,2020-03-30
324,7,Zimbabwe,1,-20.0,30.0,null,0,1585569600.0,2020-03-30
325,8,Seychelles,0,-4.6796,55.492,null,0,1585569600.0,2020-03-30
326,4,Nicaragua,1,12.8654,-85.2072,null,0,1585569600.0,2020-03-30
327,8,Laos,0,19.85627,102.495496,null,0,1585569600.0,2020-03-30
328,8,Guyana,1,5.0,-58.75,null,0,1585569600.0,2020-03-30
329,93,France,1,14.6415,-61242.0,Martinique,0,1585569600.0,2020-03-30
330,4,Canada,0,64.2823,-135.0,Yukon,null,1585569600.0,2020-03-30
331,null,Canada,null,56.1304,-106.3468,Recovery aggregated,466,1585569600.0,2020-03-30
332,8,Suriname,0,3.9193,-56278.0,null,0,1585569600.0,2020-03-30
333,3,Somalia,0,5.1521,46.1996,null,0,1585569600.0,2020-03-30
334,7,Gabon,1,-0.8037,11.6094,null,0,1585569600.0,2020-03-30
335,12,Equatorial Guinea,0,1.5,10.0,null,0,1585569600.0,2020-03-30
336,11,Dominica,0,15.415,-61.371,null,0,1585569600.0,2020-03-30
337,6,Benin,0,9.3077,2.3158,null,0,1585569600.0,2020-03-30
338,2,United Kingdom,0,18.4207,-64.64,British Virgin Islands,0,1585569600.0,2020-03-30
339,15,Australia,0,-12.4634,130.8456,Northern Territory,0,1585569600.0,2020-03-30
340,15,France,0,-20.9043,165.618,New Caledonia,0,1585569600.0,2020-03-30
341,180,China,2,24.974,101.487,Yunnan,172,1585569600.0,2020-03-30
342,484,China,13,47.862,127.7615,Heilongjiang,469,1585569600.0,2020-03-30
343,29,Zambia,0,-15.4167,28.2833,null,0,1585483200.0,2020-03-29
344,109,West Bank and Gaza,1,31.9522,35.2332,null,18,1585483200.0,2020-03-29
345,188,Vietnam,0,16.0,108.0,null,25,1585483200.0,2020-03-29
346,144,Uzbekistan,2,41.3775,64.5853,null,7,1585483200.0,2020-03-29
347,304,Uruguay,1,-32.5228,-55.7658,null,0,1585483200.0,2020-03-29
348,42,United Kingdom,0,54.2361,-4.5481,Isle of Man,0,1585483200.0,2020-03-29
349,65,United Kingdom,0,36.1408,-5.3536,Gibraltar,14,1585483200.0,2020-03-29
350,108,United Kingdom,2,49.3723,-2.3644,Channel Islands,0,1585483200.0,2020-03-29
351,22,United Kingdom,0,32.3078,-64.7505,Bermuda,2,1585483200.0,2020-03-29
352,19522,United Kingdom,1228,55.3781,-3.436,null,135,1585483200.0,2020-03-29
353,570,United Arab Emirates,3,24.0,54.0,null,58,1585483200.0,2020-03-29
354,475,Ukraine,10,48.3794,31.1656,null,6,1585483200.0,2020-03-29
355,140886,US,2467,37902.0,-95.7129,null,2665,1585483200.0,2020-03-29
356,9217,Turkey,131,38.9637,35.2433,null,105,1585483200.0,2020-03-29
357,312,Tunisia,8,34.0,9.0,null,2,1585483200.0,2020-03-29
358,78,Trinidad and Tobago,3,10.6918,-61.2225,null,1,1585483200.0,2020-03-29
359,1388,Thailand,7,15.0,101.0,null,97,1585483200.0,2020-03-29
360,298,Taiwan*,2,23.7,121.0,null,30,1585483200.0,2020-03-29
361,9,Syria,1,34.802075,38.996815,null,0,1585483200.0,2020-03-29
362,14829,Switzerland,300,46.8182,8.2275,null,1595,1585483200.0,2020-03-29
363,3700,Sweden,110,63.0,16.0,null,16,1585483200.0,2020-03-29
364,6,Sudan,1,12.8628,30.2176,null,0,1585483200.0,2020-03-29
365,117,Sri Lanka,1,7.0,81.0,null,11,1585483200.0,2020-03-29
366,80110,Spain,6803,40.0,-4.0,null,14709,1585483200.0,2020-03-29
367,1280,South Africa,2,-30.5595,22.9375,null,31,1585483200.0,2020-03-29
368,730,Slovenia,11,46.1512,14.9955,null,10,1585483200.0,2020-03-29
369,314,Slovakia,0,48.669,19.699,null,2,1585483200.0,2020-03-29
370,844,Singapore,3,1.2833,103.8333,null,212,1585483200.0,2020-03-29
371,741,Serbia,13,44165.0,21059.0,null,0,1585483200.0,2020-03-29
372,142,Senegal,0,14.4974,-14.4524,null,27,1585483200.0,2020-03-29
373,1299,Saudi Arabia,8,24.0,45.0,null,66,1585483200.0,2020-03-29
374,1534,Russia,8,60.0,90.0,null,64,1585483200.0,2020-03-29
375,1815,Romania,43,45.9432,24.9668,null,206,1585483200.0,2020-03-29
376,634,Qatar,1,25.3548,51.1839,null,48,1585483200.0,2020-03-29
